bos	12	7
bal	11	9
tor	10	10
tb	9	11
nyy	8	11
cle	10	7
cws	11	8
det	11	9
min	11	9
kc	6	14
oak	11	9
ana	10	10
tex	8	11
sea	6	9
nym	13	6
atl	13	7
fla	9	11
phi	8	11
was	6	14
mil	13	7
cin	10	10
hou	9	10
pit	8	10
stl	8	11
chc	7	13
la	13	7
sd	12	8
sf	10	8
ari	10	11
col	8	13
