bos	86	56
nyy	79	62
tor	72	68
bal	60	80
tb	58	83
cle	81	60
det	76	65
min	69	72
kc	62	78
cws	60	81
ana	84	57
sea	74	65
oak	69	73
tex	66	74
nym	79	61
phi	73	67
atl	72	69
was	63	78
fla	61	80
chc	71	69
mil	71	69
stl	69	69
cin	64	77
hou	62	79
pit	62	79
ari	79	63
sd	76	64
la	74	67
col	73	67
sf	64	77
