bos	92	64
nyy	90	66
tor	79	77
bal	67	89
tb	64	92
cle	92	63
det	85	72
min	77	79
cws	68	88
kc	67	89
ana	92	65
sea	83	72
oak	75	82
tex	73	84
nym	87	69
phi	85	71
atl	82	74
was	70	87
fla	66	90
chc	83	73
mil	80	76
stl	73	83
cin	71	85
hou	68	88
pit	66	90
ari	88	68
sd	85	71
col	84	72
la	80	76
sf	70	87
