bos	44	25
nyy	35	32
tor	33	35
tb	31	37
bal	29	40
cle	41	28
det	40	29
min	34	34
cws	29	37
kc	29	42
ana	45	26
oak	38	31
sea	35	31
tex	26	43
nym	38	30
atl	38	33
phi	36	34
fla	33	38
was	30	40
mil	39	31
chc	31	37
stl	30	37
pit	30	39
hou	30	40
cin	27	44
sd	40	28
la	39	30
ari	40	31
col	35	34
sf	30	39
