bos	16	8
tor	12	12
bal	12	13
tb	11	14
nyy	9	14
cle	14	8
min	14	11
det	13	11
cws	12	11
kc	8	17
ana	14	11
sea	10	10
oak	12	13
tex	10	14
nym	15	8
atl	15	9
fla	11	13
phi	11	13
was	8	17
mil	15	9
cin	12	13
pit	11	12
chc	10	13
stl	10	13
hou	10	14
la	15	10
ari	15	11
sf	12	11
sd	13	12
col	10	15
