bos	42	24
nyy	33	32
tor	32	34
tb	29	36
bal	29	38
cle	39	27
det	38	28
min	33	32
cws	27	36
kc	27	41
ana	42	26
oak	37	29
sea	35	29
tex	25	42
nym	37	28
atl	36	32
phi	35	32
fla	32	36
was	29	38
mil	37	30
chc	31	35
stl	28	36
pit	29	38
hou	28	39
cin	26	42
la	39	28
sd	38	28
ari	38	30
col	34	33
sf	30	36
