bos	48	27
tor	38	37
nyy	36	37
tb	33	41
bal	32	43
det	45	30
cle	44	31
min	38	36
cws	30	42
kc	31	46
ana	49	28
sea	40	33
oak	39	36
tex	31	45
nym	42	32
phi	39	36
atl	39	38
fla	36	40
was	32	44
mil	44	32
chc	36	39
stl	33	40
hou	32	44
pit	31	44
cin	29	47
ari	44	33
la	43	33
sd	42	33
col	38	38
sf	33	42
