bos	13	7
bal	11	10
tor	10	10
tb	9	12
nyy	8	11
cle	11	7
det	12	9
cws	11	9
min	11	10
kc	7	14
ana	11	10
oak	11	10
sea	7	9
tex	8	12
nym	13	7
atl	13	8
fla	10	11
phi	9	11
was	6	15
mil	13	8
cin	10	11
pit	9	10
hou	9	11
stl	9	11
chc	8	13
la	13	8
sf	11	8
sd	12	9
ari	11	11
col	9	13
