bos	79	51
nyy	72	57
tor	65	64
bal	58	70
tb	50	79
cle	71	57
det	69	60
min	66	63
kc	57	71
cws	56	73
ana	75	54
sea	73	54
oak	65	66
tex	57	72
nym	73	55
phi	66	62
atl	67	63
was	58	72
fla	57	73
chc	66	62
mil	65	64
stl	62	64
cin	59	70
pit	57	71
hou	57	73
ari	73	57
sd	70	58
col	66	63
la	66	63
sf	58	72
