bos	38	21
tor	28	31
bal	28	32
nyy	27	31
tb	26	32
cle	36	22
det	34	25
min	29	29
cws	26	30
kc	22	39
ana	38	23
sea	30	26
oak	31	28
tex	21	39
nym	35	23
atl	33	28
phi	31	29
fla	30	31
was	24	36
mil	33	27
stl	26	31
chc	26	32
pit	26	34
hou	24	35
cin	23	38
sd	36	23
ari	36	25
la	34	26
col	29	31
sf	28	31
