bos	84	55
nyy	77	62
tor	70	68
bal	60	77
tb	57	82
cle	80	58
det	73	65
min	69	70
kc	62	76
cws	59	79
ana	82	56
sea	74	63
oak	68	72
tex	64	74
nym	78	60
phi	73	65
atl	70	69
was	62	77
fla	60	79
chc	70	67
mil	70	68
stl	68	67
cin	62	77
hou	62	77
pit	60	78
sd	76	62
ari	77	63
la	73	65
col	72	66
sf	62	77
