bos	53	33
nyy	42	43
tor	42	44
bal	38	49
tb	34	52
det	51	34
cle	52	35
min	45	42
cws	38	47
kc	37	50
ana	53	34
sea	48	36
oak	44	43
tex	37	50
nym	48	38
atl	46	42
phi	43	44
fla	42	46
was	35	52
mil	49	38
chc	44	42
stl	39	45
pit	39	48
hou	38	50
cin	35	52
sd	49	37
la	48	40
ari	47	42
col	44	43
sf	38	47
