bos	89	58
nyy	83	63
tor	73	73
bal	62	83
tb	61	86
cle	85	61
det	80	67
min	72	74
kc	63	82
cws	62	84
ana	86	60
sea	77	68
oak	72	76
tex	69	77
nym	83	62
phi	77	69
atl	74	72
was	65	81
fla	63	83
chc	75	71
mil	74	71
stl	69	75
cin	67	79
pit	65	81
hou	63	83
ari	83	64
sd	78	67
la	77	69
col	76	70
sf	66	80
