bos	40	21
nyy	29	31
tor	29	32
bal	29	33
tb	27	33
cle	37	23
det	35	26
min	29	31
cws	26	32
kc	23	40
ana	40	23
sea	32	26
oak	33	28
tex	23	39
nym	36	24
atl	34	29
phi	32	30
fla	31	32
was	26	36
mil	33	29
chc	27	33
stl	26	33
hou	26	35
pit	26	36
cin	24	39
sd	36	25
ari	36	27
la	35	27
col	30	32
sf	28	33
